CHRIS/CME_NN14,"Henry Hub Swap Futures, Continuous Contract #14 (NN14)"
CHRIS/CME_NN49,"Henry Hub Swap Futures, Continuous Contract #49 (NN49)"
CHRIS/CME_NN43,"Henry Hub Swap Futures, Continuous Contract #43 (NN43)"
CHRIS/CME_NN33,"Henry Hub Swap Futures, Continuous Contract #33 (NN33)"
CHRIS/CME_NN46,"Henry Hub Swap Futures, Continuous Contract #46 (NN46)"
CHRIS/CME_NN48,"Henry Hub Swap Futures, Continuous Contract #48 (NN48)"
CHRIS/CME_EJ1,"MISO Indiana Hub (formerly Cinergy Hub) Off-Peak LMP Futures, Continuous Contract #1 (EJ1) (Front Month)"
CHRIS/CME_NN50,"Henry Hub Swap Futures, Continuous Contract #50 (NN50)"
CHRIS/CME_NN22,"Henry Hub Swap Futures, Continuous Contract #22 (NN22)"
CHRIS/CME_NN30,"Henry Hub Swap Futures, Continuous Contract #30 (NN30)"
CHRIS/CME_NN45,"Henry Hub Swap Futures, Continuous Contract #45 (NN45)"
CHRIS/CME_NN24,"Henry Hub Swap Futures, Continuous Contract #24 (NN24)"
CHRIS/CME_NN27,"Henry Hub Swap Futures, Continuous Contract #27 (NN27)"
CHRIS/CME_NN18,"Henry Hub Swap Futures, Continuous Contract #18 (NN18)"
CHRIS/CME_NN23,"Henry Hub Swap Futures, Continuous Contract #23 (NN23)"
CHRIS/CME_NN31,"Henry Hub Swap Futures, Continuous Contract #31 (NN31)"
CHRIS/CME_NN21,"Henry Hub Swap Futures, Continuous Contract #21 (NN21)"
CHRIS/CME_NN52,"Henry Hub Swap Futures, Continuous Contract #52 (NN52)"
CHRIS/CME_NN53,"Henry Hub Swap Futures, Continuous Contract #53 (NN53)"
CHRIS/CME_NN57,"Henry Hub Swap Futures, Continuous Contract #57 (NN57)"
CHRIS/CME_NN55,"Henry Hub Swap Futures, Continuous Contract #55 (NN55)"
CHRIS/CME_V34,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #4 (V34)"
CHRIS/CME_NN59,"Henry Hub Swap Futures, Continuous Contract #59 (NN59)"
CHRIS/CME_V31,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #1 (V31) (Front Month)"
CHRIS/CME_N93,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #3 (N93)"
CHRIS/CME_N94,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #4 (N94)"
CHRIS/CME_V33,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #3 (V33)"
CHRIS/CME_N96,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #6 (N96)"
CHRIS/CME_N99,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #9 (N99)"
CHRIS/CME_N98,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #8 (N98)"
CHRIS/CME_N910,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #10 (N910)"
CHRIS/CME_N912,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #12 (N912)"
CHRIS/CME_N914,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #14 (N914)"
CHRIS/CME_N917,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #17 (N917)"
CHRIS/CME_N918,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #18 (N918)"
CHRIS/CME_N919,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #19 (N919)"
CHRIS/CME_N923,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #23 (N923)"
CHRIS/CME_N924,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #24 (N924)"
CHRIS/CME_N927,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #27 (N927)"
CHRIS/CME_N921,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #21 (N921)"
CHRIS/CME_N928,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #28 (N928)"
CHRIS/CME_N932,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #32 (N932)"
CHRIS/CME_V38,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #8 (V38)"
CHRIS/CME_V314,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #14 (V314)"
CHRIS/CME_N937,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #37 (N937)"
CHRIS/CME_N933,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #33 (N933)"
CHRIS/CME_N935,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #35 (N935)"
CHRIS/CME_V313,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #13 (V313)"
CHRIS/CME_V312,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #12 (V312)"
CHRIS/CME_N936,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #36 (N936)"
CHRIS/CME_V315,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #15 (V315)"
CHRIS/CME_V325,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #25 (V325)"
CHRIS/CME_V317,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #17 (V317)"
CHRIS/CME_V334,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #34 (V334)"
CHRIS/CME_NP1,"Henry Hub Penultimate NP Futures, Continuous Contract #1 (NP1) (Front Month)"
CHRIS/CME_V319,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #19 (V319)"
CHRIS/CME_V335,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #35 (V335)"
CHRIS/CME_V323,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #23 (V323)"
CHRIS/CME_V339,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #39 (V339)"
CHRIS/CME_N940,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #40 (N940)"
CHRIS/CME_V343,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #43 (V343)"
CHRIS/CME_V332,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #32 (V332)"
CHRIS/CME_V327,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #27 (V327)"
CHRIS/CME_NP11,"Henry Hub Penultimate NP Futures, Continuous Contract #11 (NP11)"
CHRIS/CME_V347,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #47 (V347)"
CHRIS/CME_V322,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #22 (V322)"
CHRIS/CME_V349,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #49 (V349)"
CHRIS/CME_NP6,"Henry Hub Penultimate NP Futures, Continuous Contract #6 (NP6)"
CHRIS/CME_N941,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #41 (N941)"
CHRIS/CME_V333,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #33 (V333)"
CHRIS/CME_V346,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #46 (V346)"
CHRIS/CME_NP9,"Henry Hub Penultimate NP Futures, Continuous Contract #9 (NP9)"
CHRIS/CME_NP7,"Henry Hub Penultimate NP Futures, Continuous Contract #7 (NP7)"
CHRIS/CME_V337,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #37 (V337)"
CHRIS/CME_V324,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #24 (V324)"
CHRIS/CME_NP3,"Henry Hub Penultimate NP Futures, Continuous Contract #3 (NP3)"
CHRIS/CME_V348,"PJM AEP Dayton Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #48 (V348)"
CHRIS/CME_NP12,"Henry Hub Penultimate NP Futures, Continuous Contract #12 (NP12)"
CHRIS/CME_NP13,"Henry Hub Penultimate NP Futures, Continuous Contract #13 (NP13)"
CHRIS/CME_NS1,"SoCal Natural Gas (Platts IFERC) Basis Futures, Continuous Contract #1 (NS1) (Front Month)"
CHRIS/CME_B42,"Algonquin City-Gates Natural Gas (Platts IFERC) Basis Futures, Continuous Contract #2 (B42)"
CHRIS/CME_B44,"Algonquin City-Gates Natural Gas (Platts IFERC) Basis Futures, Continuous Contract #4 (B44)"
CHRIS/CME_B43,"Algonquin City-Gates Natural Gas (Platts IFERC) Basis Futures, Continuous Contract #3 (B43)"
CHRIS/CME_NP15,"Henry Hub Penultimate NP Futures, Continuous Contract #15 (NP15)"
CHRIS/CME_NP14,"Henry Hub Penultimate NP Futures, Continuous Contract #14 (NP14)"
CHRIS/CME_NP25,"Henry Hub Penultimate NP Futures, Continuous Contract #25 (NP25)"
CHRIS/CME_NP29,"Henry Hub Penultimate NP Futures, Continuous Contract #29 (NP29)"
CHRIS/CME_NP19,"Henry Hub Penultimate NP Futures, Continuous Contract #19 (NP19)"
CHRIS/CME_NP22,"Henry Hub Penultimate NP Futures, Continuous Contract #22 (NP22)"
CHRIS/CME_NP21,"Henry Hub Penultimate NP Futures, Continuous Contract #21 (NP21)"
CHRIS/CME_NP23,"Henry Hub Penultimate NP Futures, Continuous Contract #23 (NP23)"
CHRIS/CME_7H2,"Gasoline Euro-bob Oxy NWE Barges (Argus) Futures, Continuous Contract #2 (7H2)"
CHRIS/CME_NP27,"Henry Hub Penultimate NP Futures, Continuous Contract #27 (NP27)"
CHRIS/CME_NP28,"Henry Hub Penultimate NP Futures, Continuous Contract #28 (NP28)"
CHRIS/CME_N943,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #43 (N943)"
CHRIS/CME_NP30,"Henry Hub Penultimate NP Futures, Continuous Contract #30 (NP30)"
CHRIS/CME_NP37,"Henry Hub Penultimate NP Futures, Continuous Contract #37 (NP37)"
CHRIS/CME_NP41,"Henry Hub Penultimate NP Futures, Continuous Contract #41 (NP41)"
CHRIS/CME_7H5,"Gasoline Euro-bob Oxy NWE Barges (Argus) Futures, Continuous Contract #5 (7H5)"
CHRIS/CME_N945,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #45 (N945)"
CHRIS/CME_7H4,"Gasoline Euro-bob Oxy NWE Barges (Argus) Futures, Continuous Contract #4 (7H4)"
CHRIS/CME_7H3,"Gasoline Euro-bob Oxy NWE Barges (Argus) Futures, Continuous Contract #3 (7H3)"
CHRIS/CME_UO1,"PJM Northern Illinois Hub Off-Peak LMP Futures, Continuous Contract #1 (UO1) (Front Month)"
CHRIS/CME_P51,"ISO New England South East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #1 (P51) (Front Month)"
CHRIS/CME_UO2,"PJM Northern Illinois Hub Off-Peak LMP Futures, Continuous Contract #2 (UO2)"
CHRIS/CME_UA2,"Singapore Fuel Oil 180 cst (Platts) Futures, Continuous Contract #2 (UA2)"
CHRIS/CME_P52,"ISO New England South East Massachusetts Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #2 (P52)"
CHRIS/CME_SE1,"Singapore Fuel Oil 380 cst (Platts) Futures, Continuous Contract #1 (SE1) (Front Month)"
CHRIS/CME_NP48,"Henry Hub Penultimate NP Futures, Continuous Contract #48 (NP48)"
CHRIS/CME_4L2,"NYISO Zone F 5 MW Peak Calendar-Month Day-Ahead LBMP Futures, Continuous Contract #2 (4L2)"
CHRIS/CME_7Q3,"Mont Belvieu Natural Gasoline (OPIS) Futures, Continuous Contract #3 (7Q3)"
CHRIS/CME_SE2,"Singapore Fuel Oil 380 cst (Platts) Futures, Continuous Contract #2 (SE2)"
CHRIS/CME_D61,"PJM Duquesne Zone 5 MW Off-Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #1 (D61) (Front Month)"
CHRIS/CME_UA1,"Singapore Fuel Oil 180 cst (Platts) Futures, Continuous Contract #1 (UA1) (Front Month)"
CHRIS/CME_7Q1,"Mont Belvieu Natural Gasoline (OPIS) Futures, Continuous Contract #1 (7Q1) (Front Month)"
CHRIS/CME_B67,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #7 (B67)"
CHRIS/CME_B68,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #8 (B68)"
CHRIS/CME_UA3,"Singapore Fuel Oil 180 cst (Platts) Futures, Continuous Contract #3 (UA3)"
CHRIS/CME_B620,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #20 (B620)"
CHRIS/CME_KB1,"NYISO Zone A Off-Peak LBMP Futures, Continuous Contract #1 (KB1) (Front Month)"
CHRIS/CME_NP57,"Henry Hub Penultimate NP Futures, Continuous Contract #57 (NP57)"
CHRIS/CME_NP44,"Henry Hub Penultimate NP Futures, Continuous Contract #44 (NP44)"
CHRIS/CME_TC2,"Columbia Gas TCO (Platts IFERC) Basis Futures, Continuous Contract #2 (TC2)"
CHRIS/CME_B617,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #17 (B617)"
CHRIS/CME_NP55,"Henry Hub Penultimate NP Futures, Continuous Contract #55 (NP55)"
CHRIS/CME_N947,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #47 (N947)"
CHRIS/CME_N951,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #51 (N951)"
CHRIS/CME_B613,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #13 (B613)"
CHRIS/CME_B61,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #1 (B61) (Front Month)"
CHRIS/CME_NP42,"Henry Hub Penultimate NP Futures, Continuous Contract #42 (NP42)"
CHRIS/CME_B621,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #21 (B621)"
CHRIS/CME_B615,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #15 (B615)"
CHRIS/CME_NP46,"Henry Hub Penultimate NP Futures, Continuous Contract #46 (NP46)"
CHRIS/CME_B623,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #23 (B623)"
CHRIS/CME_NP43,"Henry Hub Penultimate NP Futures, Continuous Contract #43 (NP43)"
CHRIS/CME_B626,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #26 (B626)"
CHRIS/CME_B625,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #25 (B625)"
CHRIS/CME_B610,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #10 (B610)"
CHRIS/CME_B618,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #18 (B618)"
CHRIS/CME_B62,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #2 (B62)"
CHRIS/CME_MG2,"Gulf Coast No. 6 Fuel Oil (Platts) Crack Spread Futures, Continuous Contract #2 (MG2)"
CHRIS/CME_B622,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #22 (B622)"
CHRIS/CME_N950,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #50 (N950)"
CHRIS/CME_NP49,"Henry Hub Penultimate NP Futures, Continuous Contract #49 (NP49)"
CHRIS/CME_NP53,"Henry Hub Penultimate NP Futures, Continuous Contract #53 (NP53)"
CHRIS/CME_N955,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #55 (N955)"
CHRIS/CME_N954,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #54 (N954)"
CHRIS/CME_N957,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #57 (N957)"
CHRIS/CME_U42,"ISO New England Rhode Island Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #2 (U42)"
CHRIS/CME_1NB2,"Singapore Mogas 92 Unleaded (Platts) Brent Crack Spread Futures, Continuous Contract #2 (1NB2)"
CHRIS/CME_1NB3,"Singapore Mogas 92 Unleaded (Platts) Brent Crack Spread Futures, Continuous Contract #3 (1NB3)"
CHRIS/CME_1NB4,"Singapore Mogas 92 Unleaded (Platts) Brent Crack Spread Futures, Continuous Contract #4 (1NB4)"
CHRIS/CME_B630,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #30 (B630)"
CHRIS/CME_E44,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #4 (E44)"
CHRIS/CME_E41,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #1 (E41) (Front Month)"
CHRIS/CME_B628,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #28 (B628)"
CHRIS/CME_B632,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #32 (B632)"
CHRIS/CME_N953,"PJM Western Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #53 (N953)"
CHRIS/CME_B633,"PJM Northern Illinois Hub Real-Time Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #33 (B633)"
CHRIS/CME_E416,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #16 (E416)"
CHRIS/CME_MG1,"Gulf Coast No. 6 Fuel Oil (Platts) Crack Spread Futures, Continuous Contract #1 (MG1) (Front Month)"
CHRIS/CME_YH2,"NY Heating Oil (Platts) vs. NY Harbor ULSD Futures, Continuous Contract #2 (YH2)"
CHRIS/CME_U43,"ISO New England Rhode Island Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #3 (U43)"
CHRIS/CME_U45,"ISO New England Rhode Island Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #5 (U45)"
CHRIS/CME_E48,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #8 (E48)"
CHRIS/CME_E411,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #11 (E411)"
CHRIS/CME_E410,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #10 (E410)"
CHRIS/CME_E413,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #13 (E413)"
CHRIS/CME_TIO3,"Iron Ore 62% Fe CFR China (TSI) Futures, Continuous Contract #3 (TIO3)"
CHRIS/CME_E412,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #12 (E412)"
CHRIS/CME_E415,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #15 (E415)"
CHRIS/CME_E418,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #18 (E418)"
CHRIS/CME_U47,"ISO New England Rhode Island Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #7 (U47)"
CHRIS/CME_E423,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #23 (E423)"
CHRIS/CME_U48,"ISO New England Rhode Island Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #8 (U48)"
CHRIS/CME_E427,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #27 (E427)"
CHRIS/CME_E424,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #24 (E424)"
CHRIS/CME_E426,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #26 (E426)"
CHRIS/CME_E425,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #25 (E425)"
CHRIS/CME_Q51,"NYISO Zone C 5 MW Peak Calendar-Month Day-Ahead LBMP Futures, Continuous Contract #1 (Q51) (Front Month)"
CHRIS/CME_E433,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #33 (E433)"
CHRIS/CME_E437,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #37 (E437)"
CHRIS/CME_E430,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #30 (E430)"
CHRIS/CME_Z2,"Euro/Polish Zloty Futures, Continuous Contract #2 (Z2)"
CHRIS/CME_R62,"ISO New England West Central Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #2 (R62)"
CHRIS/CME_DB2,"Brent Crude Oil vs. Dubai Crude Oil (Platts) Futures, Continuous Contract #2 (DB2)"
CHRIS/CME_FS2,"1% Fuel Oil Cargoes FOB NWE (Platts) vs. 3.5% Fuel Oil Barges FOB Rdam (Platts) Futures, Continuous Contract #2 (FS2)"
CHRIS/CME_P72,"ISO New England North East Massachusetts Zone 5 MW Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #2 (P72)"
CHRIS/CME_0F2,"Mini Singapore Fuel Oil 180 cst (Platts) Futures, Continuous Contract #2 (0F2)"
CHRIS/CME_UM1,"PJM Northern Illinois Hub Real-Time Peak Calendar-Month 2.5 MW Futures, Continuous Contract #1 (UM1) (Front Month)"
CHRIS/CME_FS1,"1% Fuel Oil Cargoes FOB NWE (Platts) vs. 3.5% Fuel Oil Barges FOB Rdam (Platts) Futures, Continuous Contract #1 (FS1) (Front Month)"
CHRIS/CME_KH1,"NYISO Zone G Off-Peak LBMP Futures, Continuous Contract #1 (KH1) (Front Month)"
CHRIS/CME_J21,"PJM JCPL Zone Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #1 (J21) (Front Month)"
CHRIS/CME_QL2,"Coal Futures, Continuous Contract #2 (QL2)"
CHRIS/CME_J22,"PJM JCPL Zone Peak Calendar-Month Day-Ahead LMP Futures, Continuous Contract #2 (J22)"
CHRIS/CME_0F1,"Mini Singapore Fuel Oil 180 cst (Platts) Futures, Continuous Contract #1 (0F1) (Front Month)"
CHRIS/CME_L41,"Tennessee 800 Leg Natural Gas (Platts Gas Daily/Platts IFERC) Index Futures, Continuous Contract #1 (L41) (Front Month)"
CHRIS/CME_NW1,"Waha Natural Gas (Platts IFERC) Basis Futures, Continuous Contract #1 (NW1) (Front Month)"
CHRIS/CME_K43,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #3 (K43)"
CHRIS/CME_K42,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #2 (K42)"
CHRIS/CME_E441,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #41 (E441)"
CHRIS/CME_KH2,"NYISO Zone G Off-Peak LBMP Futures, Continuous Contract #2 (KH2)"
CHRIS/CME_K412,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #12 (K412)"
CHRIS/CME_E440,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #40 (E440)"
CHRIS/CME_K413,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #13 (K413)"
CHRIS/CME_E447,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #47 (E447)"
CHRIS/CME_K411,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #11 (K411)"
CHRIS/CME_K44,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #4 (K44)"
CHRIS/CME_E443,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #43 (E443)"
CHRIS/CME_K46,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #6 (K46)"
CHRIS/CME_K415,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #15 (K415)"
CHRIS/CME_K419,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #19 (K419)"
CHRIS/CME_EW1,"East-West Fuel Oil Spread (Platts) Futures, Continuous Contract #1 (EW1) (Front Month)"
CHRIS/CME_K47,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #7 (K47)"
CHRIS/CME_K410,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #10 (K410)"
CHRIS/CME_K416,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #16 (K416)"
CHRIS/CME_NYF1,"NY Fuel Oil 1.0% (Platts) vs. European 1% Fuel Oil Cargoes FOB NWE (Platts) Futures, Continuous Contract #1 (NYF1) (Front Month)"
CHRIS/CME_K41,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #1 (K41) (Front Month)"
CHRIS/CME_K417,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #17 (K417)"
CHRIS/CME_E445,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #45 (E445)"
CHRIS/CME_E448,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #48 (E448)"
CHRIS/CME_K420,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #20 (K420)"
CHRIS/CME_E446,"PJM Western Hub Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #46 (E446)"
CHRIS/CME_K425,"NYISO Zone A Day-Ahead Off-Peak Calendar-Month 5 MW Futures, Continuous Contract #25 (K425)"
CHRIS/CME_EW2,"East-West Fuel Oil Spread (Platts) Futures, Continuous Contract #2 (EW2)"
